Vehicle_Name,Type,Manufacturer,Model,Country,Introduced_Year,0-100_kph_(s),100-0_(m),Top_Speed_(kph),Curb_Weight_(kg),Wheelbase_(m),Length_(m),Width_(m),Height_(m),Engine,Displacement_(l),Power_(ps),Torque_(Nm),Engine_Layout,Wheel_Drive,Class,Trasmission_Name,Trasmission_Type,N_Trasmission
Saab 9-3 Viggen Coupe (225 PS),Car,Saab,9-3 Viggen Coupe (225 PS),Sweden,1999.0,,,243.0,1358.0,,,,,Inline 4 turbo,2.3,225.0,342.0,Front,Front,Coupe,5 speed manual,Manual,5.0
Saab 9-5 Aero,Car,Saab,9-5 Aero,Sweden,2006.0,6.9,,250.0,1595.0,,,,,"inline-4, petrol",2.3,263.0,350.0,Front,Front,4-door saloon,5 speed manual,Manual,5.0
Saab 900 Turbo 16 S,Car,Saab,900 Turbo 16 S,Sweden,,9.5,,212.0,,,,,,Inline 4,2.0,175.0,275.0,Front,Front,Coupe,5 speed manual,Manual,5.0
Saab 9000 Aero,Car,Saab,9000 Aero,Sweden,1993.0,,,240.0,1459.0,,,,,4 cyl DOHC 16-valve,2.3,225.0,342.0,Front,Front,4-door saloon,5-speed,Other,5.0
Saleen S7 Twin Turbo,Car,Saleen,S7 Twin Turbo,United States,2005.0,4.2,,402.0,1298.0,,,,,"V-8, 2 valves per cylinder, Twin Turbo",7.0,760.0,949.0,Middle,Rear,Coupe,6,Other,6.0
Saturn SC2,Car,Saturn,SC2,United States,,,,,1082.5,,,,,1.9 liter DOHC four cylinder inline,1.9,126.0,165.0,Front,Front,Coupe,5 speed manual,Manual,5.0
Sauber C35,Car,Sauber,C35,Switzerland,,,,,,,,,,Ferrari V6 turbocharged hybrid,1.6,,,Middle,Rear,Open-wheeler,8 speed semi-automatic,Semi-Automatic,8.0
Sauber C36,Car,Sauber,C36,Switzerland,,,,,,,,,,Ferrari V6 turbocharged hybrid,1.6,,,Middle,Rear,Open-wheeler,8 speed semi-automatic,Semi-Automatic,8.0
Sauber C37,Car,Sauber,C37,Switzerland,,,,,,,,,,Ferrari V6 turbocharged hybrid,1.6,,,Middle,Rear,Open-wheeler,8 speed semi-automatic,Semi-Automatic,8.0
Sauber C5 LM,Car,Sauber,C5 LM,Switzerland,,,,,671.0,,,,,BMW-Madern M12 2.0L S4,2.0,,,Middle,Rear,Convertible,Hewland 5-speed Manual,Manual,5.0
Scion FR-S,Car,Scion,FR-S,Japan,2013.0,,,219.0,1247.5,1.75,4.23,1.78,1.3,DOHC 4 Valves per Cylinder Flat-4,2.0,200.0,205.0,Front,Rear,Coupe,Other,Other,
Seat Ibiza 1.8 16v GTi,Car,Seat,Ibiza 1.8 16v GTi (Mk II 130 PS),Spain,,,,,1082.0,,,,,4c 16v,1.8,129.0,162.0,Front,Front,Compact,5,Other,5.0
Seat Ibiza 1.8T FR (Mk III),Car,Seat,Ibiza 1.8T FR (Mk III),Spain,2004.0,7.7,,216.0,1200.0,,,,,4-20v,1.8,150.0,220.0,Front,Front,Compact,5,Other,5.0
Seat Ibiza 1.9 Tdi Sport,Car,Seat,Ibiza 1.9 Tdi Sport (Mk III),Spain,2002.0,8.4,,208.0,1192.0,,,,,4 cyls in line,1.9,131.0,310.0,Front,Front,Compact,6,Other,6.0
Seat Ibiza Bocanegra (Mk IV),Car,Seat,Ibiza Bocanegra (Mk IV),Spain,2009.0,7.2,,225.0,1172.0,,,,,4 cylinders in line,1.4,180.0,250.0,Front,Front,Compact,7-speed DSG-auto,Other,7.0
Seat Ibiza Cupra (Mk III),Car,Seat,Ibiza Cupra (Mk III),Spain,1999.0,7.9,,218.0,1094.0,,,,,"Inline 4, Turbocharged, 20v",1.8,156.0,210.0,Front,Front,Compact,5,Other,5.0
Seat Ibiza Cupra 1.4 TSi 180,Car,Seat,Ibiza Cupra 1.4 TSi 180 (Mk IV),Spain,2009.0,6.6,35.0,225.0,1226.0,,,,,"4 cylinders, 16 valves turbo and compressor",1.4,179.0,250.0,Front,Front,Compact,7 speed  DSG,Other,7.0
Seat Ibiza Cupra TDI (Mk III),Car,Seat,Ibiza Cupra TDI (Mk III),Spain,2006.0,7.6,,220.0,1215.0,,,,,"Inline 4, Turbocharged, Diesel",1.9,160.0,330.0,Front,Front,Compact,6,Other,6.0
Seat Ibiza FR (Mk IV),Car,Seat,Ibiza FR (Mk IV),Spain,2009.0,7.7,,212.0,,,,,,inline 4 16V DOHC twincharged,1.4,150.0,220.0,Front,Front,Compact,7speed DSG,Other,7.0
Seat Leon 1.8T (Cupra),Car,Seat,Leon 1.8T (Cupra),Spain,2000.0,7.7,38.0,229.0,1286.0,,,,,"Inline 4, Turbocharged, 20v",1.8,179.0,235.0,Front,Front,Compact,6,Other,6.0
Seat Leon 2.0 TFSI,Car,Seat,Leon 2.0 TFSI,Spain,2005.0,7.3,,221.0,1334.0,,,,,"Inline 4, Turbocharged, 16v",2.0,185.0,270.0,Front,Front,Compact,6,Other,6.0
Seat Leon Copa Edition,Car,Seat,Leon Copa Edition,Spain,2008.0,5.9,,255.0,1440.0,,,,,2.0l TFSI inline4 16V turbo DOHC,2.0,286.0,360.0,Front,Front,Compact,6 speed manual,Manual,6.0
Seat Leon Cupra,Car,Seat,Leon Cupra,Spain,2009.0,6.4,,243.0,1420.0,,,,,inline4 16 DOHC Turbo,2.0,241.0,300.0,Front,Front,Compact,6,Other,6.0
Seat Leon Cupra 280 (Mk III),Car,Seat,Leon Cupra 280 (Mk III),,2014.0,5.7,32.0,250.0,1339.5,2.63,4.27,1.82,1.43,"R4, Turbo",2.0,280.0,350.0,Front,Front,Compact,6 gears DSG,Other,6.0
Seat Leon Cupra 290,Car,Seat,Leon Cupra 290,Spain,2016.0,5.6,31.0,259.0,1389.5,,,,,4 Cylinder Turbo,2.0,290.0,350.0,Front,Front,Compact,6 speed twin clutch DSG,Other,6.0
Seat Leon Cupra 300 (Mk III),Car,Seat,Leon Cupra 300 (Mk III),Spain,2017.0,5.5,31.0,250.0,1369.0,,,,,Inline 4 turbo,2.0,300.0,380.0,Front,Front,Compact,6 speed dual-clutch automatic (DSG),Dual-Clutch,6.0
Seat Leon Cupra R,Car,Seat,Leon Cupra R,Spain,2003.0,6.9,,242.0,1320.0,,,,,"Inline 4, Turbocharged, 20v",1.8,224.0,280.0,Front,Front,Compact,6,Other,6.0
Seat Leon Cupra R (Mk III),Car,Seat,Leon Cupra R (Mk III),Spain,2017.0,5.7,33.0,263.0,1407.0,,,,,"Inline 4, turbo, DI, DOHC, 16 valves, DVVT, VVL",2.0,310.0,380.0,Front,Front,Compact,6 speed manual,Manual,6.0
Seat Leon FR,Car,Seat,Leon FR,Spain,2006.0,7.3,,229.0,1309.0,,,,,"Inline 4, Turbocharged, 16v",2.0,200.0,280.0,Front,Front,Compact,6,Other,6.0
Seat Leon FR TDI,Car,Seat,Leon FR TDI,Spain,2007.0,8.0,,214.0,1425.0,,,,,4 cyl turbo diesel DOHC 16V,2.0,170.0,350.0,Front,Front,Compact,6 speed stick shift,Other,6.0
Seat Leon ST Cupra 300 4Drive,Car,Seat,Leon ST Cupra 300 4Drive (Mk III),Spain,2017.0,4.8,32.0,250.0,1486.5,,,,,Inline 4 turbo,2.0,300.0,380.0,Front,All,Estate/wagon,6 speed dual-clutch automatic (DSG),Dual-Clutch,6.0
Sebring LeMans Sprite,Car,Austin-Healey,Sebring LeMans Sprite,United Kingdom,,,,,,,,,,Straight 4,1.3,106.0,,Front,Rear,Coupe,4 speed manual,Manual,4.0
Shelby Cobra 289 S/C,Car,Shelby,Cobra 289 S/C,United States,1964.0,,,224.0,1007.0,2.29,3.85,1.55,1.14,Ford Windsor V8 289,4.7,275.0,426.0,Front,Rear,Convertible,4 Speed Manual optional (2.72 ratio),Manual,4.0
Shelby Cobra 427 S/C,Car,Shelby,Cobra 427 S/C,United States,,3.8,,300.0,1140.0,,,,,427 V8,7.0,492.0,651.0,Front,Rear,Open-wheeler,3-Speed,Other,3.0
Shelby Cobra Daytona Coupe,Car,Shelby,Cobra Daytona Coupe,United States,1964.0,4.4,,316.0,1045.0,2.21,3.71,1.5,1.2,Ford Windsor V8 289 Tuned,4.7,395.0,462.0,Front,Rear,Coupe,Borg Worner T-10M 4 Speed Manual (3.09 ratio),Manual,3.0
Shelby GT500,Car,Shelby,GT500,United States,2010.0,4.1,,307.0,1772.0,,,,,V8,5.4,547.0,692.0,Front,Rear,Coupe,6,Other,6.0
Shelby GT500 Super Snake,Car,Shelby,GT500 Super Snake,United States,2010.0,4.2,,,1789.0,,,,,"Supercharged 90-deg V-8, alum block/ heads",5.4,644.0,788.0,Front,Rear,Coupe,6-speed manual,Manual,6.0
Shelby Mustang Cobra GT500KR,Car,Shelby,Mustang Cobra GT500KR,United States,2008.0,3.9,,323.0,1773.0,,,,,V8,5.4,540.0,691.0,Front,Rear,Coupe,6,Other,6.0
Sigma MC74,Car,Sigma,MC74,Japan,,,,,628.0,,,,,Mazda 12A 2-Rotor,2.3,260.0,,Middle,Rear,Convertible,Hewland 5-speed Manual,Manual,5.0
Sigma MC75,Car,Sigma,MC75,Japan,,,,,637.0,,,,,Toyota 1.6 I4 Turbo,1.6,330.0,,Middle,Rear,Convertible,Hewland 2G400 5-speed Manual,Manual,2.0
Simca 1000,Car,Simca,1000,France,1961.0,,,,,,,,,Inline 4,0.9,35.0,64.0,Rear,Rear,4-door saloon,4 speed manual,Manual,4.0
Simca 1000 Rallye,Car,Simca,1000 Rallye,France,,19.6,,145.0,,,,,,Inline 4,1.1,53.0,83.0,Rear,Rear,4-door saloon,4 speed manual,Manual,4.0
Simca 1301 Special,Car,Simca,1301 Special,France,,15.9,,154.0,1030.0,,,,,Inline 4,1.3,70.0,95.0,Front,Rear,4-door saloon,4 speed manual,Manual,4.0
Simca 1501 Special,Car,Simca,1501 Special,France,,15.7,,156.0,,,,,,Inline 4,1.5,73.0,109.0,Front,Rear,4-door saloon,4 speed manual,Manual,4.0
Skoda Fabia RS (Mk I),Car,Skoda,Fabia RS (Mk I),Czech Republic,2004.0,9.5,,206.0,1220.0,,,,,"Inline 4, Turbocharged, Diesel",1.9,130.0,310.0,Front,Front,Compact,6,Other,6.0
Skoda Fabia RS (Mk II),Car,Skoda,Fabia RS (Mk II),Czech Republic,2010.0,6.8,36.0,226.0,1262.0,,,,,inline4 16V DOHC Turbo and supercharged,1.4,179.0,250.0,Front,Front,Compact,7 speed dry dual clutch,Dual-Clutch,7.0
Skoda Kodiaq 2.0 TDI SCR 4x4,Car,Skoda,Kodiaq 2.0 TDI SCR 4x4,Czech Republic,2016.0,8.1,33.0,210.0,1855.5,,,,,Inline 4 turbo diesel,2.0,190.0,400.0,Front,All,SUV/truck,7 speed dual clutch automatic (DSG),Dual-Clutch,7.0
Skoda Octavia RS (1Z facelift),Car,Skoda,Octavia RS (1Z facelift),Czech Republic,2008.0,7.2,,240.0,1455.0,2.58,4.57,1.77,1.46,inline 4,2.0,200.0,280.0,Front,Front,4-door saloon,6 speed DSG,Other,6.0
Skoda Octavia RS (1Z),Car,Skoda,Octavia RS (1Z),Czech Republic,2006.0,7.3,,240.0,1375.0,,,,,"Inline 4, Turbocharged, 16v",2.0,200.0,280.0,Front,Front,4-door saloon,6,Other,6.0
Skoda Octavia RS (5E),Car,Skoda,Octavia RS (5E),Czech Republic,2013.0,6.6,39.0,246.0,1366.5,,,,,"TSI Inline-4, 16v",2.0,220.0,350.0,Front,Front,Compact,Other,Other,
Skoda Octavia RS 230 (5E),Car,Skoda,Octavia RS 230 (5E),Czech Republic,2015.0,6.1,35.0,249.0,1444.0,,4.69,1.81,1.45,Inline 4 Turbo,2.0,230.0,350.0,Front,Front,Compact,Other,Other,
Skoda Octavia RS 245,Car,Skoda,Octavia RS 245 (5E facelift),Czech Republic,2018.0,,,,,,,,,Inline 4 turbo,2.0,245.0,370.0,Front,Front,4-door saloon,Other,Other,
Skoda Octavia RS Combi (5E),Car,Skoda,Octavia RS Combi (5E),Czech Republic,2013.0,6.4,34.0,244.0,1403.0,2.68,4.69,1.81,1.45,"i4, turbo",2.0,220.0,350.0,Front,Front,Estate/wagon,"6-speed-manual, 6-speed-DSG",Manual,6.0
Skoda Octavia RS Combi (Mk IV),Car,Skoda,Octavia RS Combi (Mk IV),Czech Republic,2021.0,6.4,34.0,250.0,1553.0,,,,,Inline 4 turbo,2.0,245.0,370.0,Front,Front,SUV/truck,7 speed Dual clutch,Dual-Clutch,7.0
Skoda Octavia RS TDI (1Z),Car,Skoda,Octavia RS TDI (1Z),Czech Republic,2006.0,8.5,,225.0,1405.0,,,,,"Inline 4, Turbocharged, Diesel",2.0,170.0,350.0,Front,Front,4-door saloon,6,Other,6.0
Skoda Octavia vRS (1U),Car,Skoda,Octavia vRS (1U),Czech Republic,2001.0,7.9,,235.0,1353.0,,,,,inline4 20V DOHC turbo,1.8,179.0,235.0,Front,Front,4-door saloon,5 speed manual,Manual,5.0
Skoda Slavia 1.5 TSI,Car,Skoda,Slavia 1.5 TSI,Czech Republic,2022.0,,,,,,,,,Inline 4 turbo,1.5,150.0,250.0,Front,Front,4-door saloon,Other,Other,
Skoda Superb 2.0 TSI 4x4,Car,Skoda,Superb 2.0 TSI 4x4 (Mk III),Czech Republic,2015.0,5.2,34.0,250.0,1621.5,,,,,Inline 4 turbo,2.0,280.0,350.0,Front,All,4-door saloon,6 speed dual-clutch automatic (DSG),Dual-Clutch,6.0
Skyline GT-R Autech 40th Anni..,Car,Nissan,Skyline GT-R Autech 40th Anniversary,Japan,,,,,,,,,,Inline 6 turbo,2.6,280.0,368.0,Front,All,4-door saloon,5 speed manual,Manual,5.0
Skyline GT-R V-Spec II Nur,Car,Nissan,Skyline GT-R V-Spec II Nur (R34),Japan,,,,,,,,,,Inline 6 turbo,2.6,280.0,392.0,Front,All,Coupe,6 speed manual,Manual,6.0
Smart Brabus Coupe,Car,Smart,Brabus Coupe,Germany,2004.0,9.8,,195.0,852.0,,,,,"Inline 3, Turbocharged, 6v",0.7,101.0,130.0,Middle,Rear,Convertible,6,Other,6.0
Smart Forfour Brabus (Mk III),Car,Smart,Forfour Brabus (Mk III),Germany,,10.3,34.0,180.0,1082.5,,,,,Inline 3 turbo,0.9,109.0,170.0,Rear,Rear,Compact,6 speed dual clutch,Dual-Clutch,6.0
Smart Fortwo Brabus (Mk II),Car,Smart,Fortwo Brabus (Mk II),Germany,2008.0,10.3,,155.0,850.0,,,,,3  cylinder,1.0,99.0,140.0,Rear,Rear,Compact,5 speed,Other,5.0
Smart Fortwo Brabus (Mk III),Car,Smart,Fortwo Brabus (Mk III),Germany,2014.0,10.3,42.0,163.0,,,,,,Inline 3 turbo,0.9,108.0,169.0,Front,Front,Compact,5 speed automatic,Automatic,5.0
Smart Fortwo Coupe 1.0 (Mk II),Car,Smart,Fortwo Coupe 1.0 (Mk II),Germany,2007.0,11.4,,145.0,850.0,,,,,inline3 turbo,1.0,84.0,120.0,Rear,Rear,Compact,5 speed auto,Other,5.0
Smart Roadster,Car,Smart,Roadster,Germany,2003.0,10.7,,175.0,790.0,,,,,"3 cylinders, 12 valves",0.7,82.0,110.0,Rear,Rear,Convertible,6 sequentiell,Other,6.0
Spark SRT01-e,Car,Spark,SRT01-e,Italy,,,,,,,5.0,1.8,1.25,Single electric motor,,272.0,,Middle,Rear,Open-wheeler,5 speed sequential manual,Sequential,5.0
Spider 3.2 JTS V6 Q4,Car,Alfa Romeo,Spider 3.2 JTS V6 Q4,Italy,2007.0,7.3,39.0,240.0,1845.0,,,,,V6,3.2,260.0,322.0,Front,All,Convertible,6 manuell,Other,6.0
Sport 5.0 V8 Supercharged,Car,Range Rover,Sport 5.0 V8 Supercharged (Mk IV),United Kingdom,2013.0,5.0,38.0,250.0,2371.0,1.79,4.85,1.98,1.8,"Suppercharged V8, DOHC, 32v",5.0,510.0,625.0,Front,All,SUV/truck,ZF 8 speed automatic,Automatic,8.0
Spyker C8 Laviolette,Car,Spyker,C8 Laviolette,Netherlands,2003.0,4.8,,300.0,1270.0,,,,,"V8, 40v",4.2,406.0,480.0,Middle,Rear,Convertible,6,Other,6.0
Spyker C8 Spyder,Car,Spyker,C8 Spyder,Netherlands,2003.0,4.5,,300.0,1250.0,,,,,"V8, 40v",4.2,405.0,480.0,Middle,Rear,Convertible,6,Other,6.0
Stagea Autech Version 260 RS,Car,Nissan,Stagea Autech Version 260 RS,Japan,1997.0,,,,,,,,,Inline 6 turbo,2.6,280.0,368.0,Front,All,Estate/wagon,5 speed manual,Manual,5.0
Stelvio 2.0T Q4 Super,Car,Alfa Romeo,Stelvio 2.0T Q4 Super,Italy,2017.0,5.5,34.0,232.0,1767.5,,,,,Inline 4 turbo,2.0,280.0,400.0,Front,All,SUV/truck,8 speed automatic,Automatic,8.0
Stelvio 2.2 Diesel Q4,Car,Alfa Romeo,Stelvio 2.2 Diesel Q4 (210 PS),Italy,2017.0,6.6,34.0,217.0,1814.0,,,,,Inline-4,2.1,210.0,470.0,Front,All,SUV/truck,8-speed automatic,Automatic,8.0
Steyr-Puch 500 D,Car,Steyr-Puch,500 D,Austria,1960.0,,,,,,,,,Inline 2,0.5,16.0,,Rear,Rear,Compact,4 speed manual,Manual,4.0
Subaru BRZ,Car,Subaru,BRZ,Japan,2012.0,6.8,35.0,226.0,1250.0,2.57,4.24,1.78,1.3,Flat-4,2.0,200.0,205.0,Front,Rear,Coupe,Other,Other,
Subaru BRZ (Mk II),Car,Subaru,BRZ (Mk II),Japan,2021.0,6.2,35.0,,1292.5,,,,,Boxer 4 naturally aspirated,2.4,231.0,249.0,Front,Rear,Coupe,6 speed manual,Manual,6.0
Subaru BRZ tS,Car,Subaru,BRZ tS,Japan,2018.0,,,216.0,1283.0,2.57,4.27,1.78,1.32,flat-four,2.0,208.0,212.0,Front,Rear,Coupe,six-speed manual,Manual,
Subaru Cosworth Impreza CS400,Car,Subaru,Cosworth Impreza CS400,Japan,2010.0,4.6,,250.0,1505.0,,,,,B4,2.5,400.0,515.0,Front,All,Compact,6 speed manual,Manual,6.0
Subaru Forester 2.5 XT (Mk II),Car,Subaru,Forester 2.5 XT (Mk II),Japan,2002.0,6.3,,226.0,1625.0,,,,,flat 4 turbo,2.5,211.0,320.0,Front,All,SUV/truck,5 speed stick,Other,5.0
Subaru Impreza GT Turbo,Car,Subaru,Impreza GT Turbo,Japan,1998.0,6.3,,232.0,1230.0,,,,,"Boxer 4, Turbocharged, 16v",2.0,218.0,290.0,Front,All,4-door saloon,5,Other,5.0
Subaru Impreza P1,Car,Subaru,Impreza P1,Japan,2000.0,,,250.0,1295.0,,,,,Flat 4,2.0,280.0,353.0,Front,All,Coupe,5 speed manual,Manual,5.0
Subaru Impreza S204,Car,Subaru,Impreza S204,Japan,2006.0,,,,1450.0,,,,,"Boxer 4, Turbocharged, 16v (EJ20)",2.0,320.0,432.0,Front,All,4-door saloon,6,Other,6.0
Subaru Impreza Turbo Prodrive,Car,Subaru,Impreza Turbo Prodrive,United Kingdom,1996.0,5.0,,230.0,1213.0,,,,,4 cyl,2.0,243.0,325.0,Front,All,Coupe,5,Other,5.0
Subaru Impreza Turbo STI PPP,Car,Subaru,Impreza Turbo STI PPP,Japan,2002.0,4.8,,242.0,1395.0,,,,,4 cyl 16 valve,2.0,304.0,405.0,Front,All,4-door saloon,6,Other,6.0
Subaru Impreza WRX,Car,Subaru,Impreza WRX,Japan,2008.0,6.5,,209.0,1438.5,,,,,F4,2.5,227.0,306.0,Front,All,Compact,5 speed manual,Manual,5.0
Subaru Impreza WRX 2.0,Car,Subaru,Impreza WRX 2.0 (GDA 225 PS),Japan,2003.0,5.9,,242.0,1490.0,,,,,flat 4 16V Turbo,2.0,224.0,300.0,Front,All,4-door saloon,5 speed stick,Other,5.0
Subaru Impreza WRX STI,Car,Subaru,Impreza WRX STI (GDB 265 PS),Japan,2000.0,5.5,36.0,244.0,1507.5,,,,,flat 4 16V Turbo,2.0,265.0,343.0,Front,All,4-door saloon,6 speed manual,Manual,6.0
Subaru Impreza WRX STI (2.5),Car,Subaru,Impreza WRX STI (2.5),Japan,2007.0,5.6,,255.0,1526.5,,,,,flat 4 turbo,2.5,300.0,407.0,Front,All,Compact,6 speed manual,Manual,6.0
Subaru Impreza WRX STI (US),Car,Subaru,Impreza WRX STI (US),Japan,2006.0,,,,1503.0,,,,,Inline 4 turbo,2.5,304.0,407.0,Front,All,4-door saloon,6 speed manual,Manual,6.0
Subaru Impreza WRX STI R205,Car,Subaru,Impreza WRX STI R205,Japan,2010.0,,,,1470.0,,,,,"Flat 4, twin-scroll turbo, DOHC",2.0,320.0,431.0,Front,All,Compact,6 manual,Manual,6.0
Subaru Impreza WRX STI Spec C,Car,Subaru,Impreza WRX STI Spec C (GDB 280 PS),Japan,2005.0,4.8,,250.0,1390.0,,,,,"Boxer 4, Turbocharged, 16v",2.0,280.0,422.0,Front,All,4-door saloon,6,Other,6.0
Subaru Impreza WRX STI Type RA,Car,Subaru,Impreza WRX STI Type RA (GDB 280 PS),Japan,,,,,,,,,,Boxer 4 Turbo,2.0,280.0,373.0,Front,All,4-door saloon,6 speed manual,Manual,6.0
Subaru Impreza WRX STI WR1,Car,Subaru,Impreza WRX STI WR1,,2005.0,4.3,,255.0,1470.0,,,,,Flat4,2.0,320.0,420.0,Front,All,4-door saloon,6,Other,6.0
Subaru Impreza WRX STI tS,Car,Subaru,Impreza WRX STI tS,Japan,2011.0,5.1,,250.0,1529.0,2.62,4.58,1.8,1.47,"Flat 4, 16 valves, DOHC, twin-scroll turbo",2.0,308.0,430.0,Front,All,4-door saloon,6 speed manual,Manual,6.0
Subaru Impreza WRX STi,Car,Subaru,Impreza WRX STi (GDB 280 PS),Japan,,5.5,,255.0,1500.0,,,,,"Boxer 4, Turbocharged, 16v",2.5,280.0,392.0,Front,All,4-door saloon,6 speed,Other,6.0
Subaru Impreza WRX STi Spec C,Car,Subaru,Impreza WRX STi Spec C,Japan,2010.0,4.4,,250.0,1457.0,,,,,Flat 4 Turbo Boxer,2.0,308.0,422.0,Front,All,Compact,6 speed Manual,Manual,6.0
Subaru Impreza WRX Type R STI,Car,Subaru,Impreza WRX Type R STI (GC8 280 PS),Japan,1999.0,4.8,,240.0,1240.0,2.52,4.34,1.69,1.41,"Boxer 4, Turbocharged, 16v",2.0,284.0,353.0,Front,All,Coupe,,Other,
Subaru Impreza WRX Type RA,Car,Subaru,Impreza WRX Type RA (GC8 260 PS),Japan,1994.0,,,,,,,,,Boxer 4,2.0,260.0,309.0,Front,All,4-door saloon,5 speed manual,Manual,5.0
Subaru Impreza WRX Type RA STI,Car,Subaru,Impreza WRX Type RA STI (GC8 280 PS),Japan,1997.0,,,,1200.0,2.52,4.34,1.69,1.41,"Boxer 4, Turbocharged, 16v",2.0,280.0,343.0,Front,All,4-door saloon,5 speed,Other,5.0
Subaru Legacy (Mk I),Car,Subaru,Legacy (Mk I),Japan,1989.0,6.5,,250.0,1410.0,2.58,4.6,1.69,1.48,H4 boxer,2.0,203.0,260.0,Front,All,4-door saloon,"manual,automatic",Automatic,
Subaru Legacy 2.5 GT S Package,Car,Subaru,Legacy 2.5 GT S Package,Japan,2010.0,,,,1480.0,,,,,Flat-4,2.5,285.0,350.0,Front,All,4-door saloon,6-speed manual,Manual,6.0
Subaru Legacy 2.5GT Spec B,Car,Subaru,Legacy 2.5GT Spec B,Japan,2006.0,5.3,,221.0,1539.5,,,,,4 Cylinder 16-Valve,2.5,253.0,339.0,Front,All,4-door saloon,5 speed manual,Manual,5.0
Subaru Legacy RS,Car,Subaru,Legacy RS,Japan,1992.0,,,,,,,,,Inline 4 turbo,2.0,220.0,270.0,Front,All,4-door saloon,5 speed manual,Manual,5.0
Subaru Legacy RS Type RA (BC5),Car,Subaru,Legacy RS Type RA (BC5),Japan,1990.0,,,,,,,,,Boxer 4 Turbo,2.0,220.0,270.0,Front,All,4-door saloon,5 speed manual,Manual,5.0
Subaru Legacy STi S402,Car,Subaru,Legacy STi S402,Japan,2008.0,,,,1490.0,,,,,"16 valve DOHC boxer 4, turbocharged",2.5,285.0,392.0,Front,All,4-door saloon,6 speed manual,Manual,6.0
Subaru SJ Forester XT (Mk IV),Car,Subaru,SJ Forester XT (Mk IV),Japan,2015.0,6.3,,235.0,1565.0,2.64,4.6,1.8,1.73,TurboCharged FA20 Flat-4,2.0,284.0,350.0,Front,Rear,SUV/truck,Other,Other,
Subaru Vivio RX-R,Car,Subaru,Vivio RX-R,Japan,1992.0,,,,,,,,,Inline 4,0.7,64.0,88.0,Front,Front,Compact,5 speed manual,Manual,5.0
Subaru WRX,Car,Subaru,WRX,Japan,2014.0,5.6,,242.0,1505.5,,,,,"16 valve DOHC boxer 4, turbocharged",2.0,272.0,350.0,Front,All,4-door saloon,Other,Other,
Subaru WRX  Package,Car,Subaru,WRX Performance Package,Japan,2017.0,,,,1513.0,2.65,4.6,1.8,1.48,"turbocharged and intercooled DOHC 16-valve flat-4, aluminum block and heads, direct fuel injection",2.0,272.0,350.0,Front,All,4-door saloon,6 speed manual,Manual,6.0
Subaru WRX STI,Car,Subaru,WRX STI,Japan,2014.0,5.4,35.0,255.0,1536.0,,,,,"Turbo Boxer-4, DOHC, 16v",2.5,309.0,393.0,Front,All,4-door saloon,6-speed manual,Manual,6.0
Subaru WRX STI (2.0 JDM),Car,Subaru,WRX STI (2.0 JDM),Japan,2014.0,,,,1485.0,2.65,4.6,1.8,1.48,"EJ20, boxer 4, turbocharged, 16 valves, DOHC",2.0,308.0,422.0,Front,All,4-door saloon,6 speed manual,Manual,6.0
Subaru WRX STI S209,Car,Subaru,WRX STI S209,Japan,2019.0,,,261.0,1574.0,,,,,Turbocharged DOHC H4,2.5,346.0,447.0,Front,All,4-door saloon,6-speed manual,Manual,6.0
Subaru WRX STI Type RA,Car,Subaru,WRX STI Type RA,Japan,2018.0,,,,1542.0,,,,,Boxer 4,2.5,314.0,393.0,Front,All,4-door saloon,6 speed manual,Manual,6.0
Subaru WRX STI sedan,Car,Subaru,WRX STI sedan,Japan,2010.0,5.2,36.0,255.0,1556.5,,,,,flat4 16V Turbo,2.5,300.0,407.0,Front,All,4-door saloon,6 speed manual,Manual,6.0
Subaru WRX Special Edition,Car,Subaru,WRX Special Edition,Japan,2013.0,,,,1452.0,,,,,"DOHC, 4 valves/cyl/Turbocharged flat-4, aluminum block/heads",2.5,269.0,331.0,Front,All,4-door saloon,5-Speed Manual,Manual,5.0
Super Seven RST V8-Levante,Car,Caterham,Super Seven RST V8-Levante,United Kingdom,2008.0,3.0,,241.0,520.0,,,,,V8 Supercharged,2.4,507.0,407.0,Front,Rear,Open-wheeler,6 speed sequetial,Other,6.0
Superformance Daytona Coupe,Car,Superformance,Daytona Coupe,United States,2006.0,,,323.0,1348.5,,,,,V8,7.0,588.0,826.0,Front,Rear,Coupe,6 speed manual,Manual,6.0
Suzuki Alto K10,Car,Suzuki,Alto K10,India,2022.0,,,,,,,,,Inline 3,1.0,67.0,,Front,Front,Compact,Other,Other,
Suzuki Baleno 1.2,Car,Suzuki,Baleno 1.2,India,2022.0,,,,,,,,,Inline 4,1.2,90.0,113.0,Front,Front,Compact,Other,Other,
Suzuki Brezza 1.5,Car,Suzuki,Brezza 1.5,India,2022.0,,,,,,,,,Inline 4 Mild Hybrid,1.5,103.0,137.0,Front,Front,SUV/truck,Other,Other,
Suzuki Cappuccino,Car,Suzuki,Cappuccino,Japan,1992.0,9.0,,150.0,700.0,,,,,"3 cylinder, 12 valve turbo",0.7,64.0,85.0,Front,Rear,Convertible,5,Other,5.0
Suzuki Celerio (Mk II),Car,Suzuki,Celerio (Mk II),India,2021.0,,,,,,,,,Inline 3,1.0,67.0,89.0,Front,Front,Compact,Other,Other,
